"identificador";"nombre_servicio";"tipo_servicio";"latitud";"longitud"
"CO422";"CIPFP MISERICÒRDIA";"Colegio";39,464890999074;-0,410099
"CO423";"CENTRE PRIVAT FP ACADEMIA DE PELUQUERÍA VALENCIA";"Colegio";39,4839429990739;-0,385404000000001
"CO424";"CENTRE PÚBLIC FPA FONT DE SANT LLUÍS";"Colegio";39,4500209990741;-0,367473
"CO425";"CENTRE PÚBLIC FPA SERRANO MORALES";"Colegio";39,467987999074;-0,388533999999999
"CO426";"IES JOSÉ BALLESTER GOZALVO";"Colegio";39,4965569990738;-0,379586
"CO427";"CONSERVATORI PROFESSIONAL DE DANSA";"Colegio";39,4836419990739;-0,347346
"CO428";"IES BARRI DEL CARME";"Colegio";39,4798559990739;-0,381904000000001
"CO429";"ESCOLA PRIVADA DE MÚSICA SANTA CECILIA CASTELLAR-OLIVERAL";"Colegio";39,4300609990742;-0,365038
"CO430";"CENTRE PRIVAT FP SANTA ANA";"Colegio";39,469934999074;-0,349948
"CO431";"CENTRE PRIV. ED. INFANTIL CAMPANAR";"Colegio";39,4817379990739;-0,397336
"CO432";"CENTRE PRIV. ED. INF. 1er CICLE SAMBORI";"Colegio";39,460524999074;-0,391334
"CO433";"CENTRE PRIV. ED. INFANTIL LA PALOMA";"Colegio";39,462488999074;-0,390287000000002
"CO434";"IES SERPIS";"Colegio";39,473114999074;-0,337535000000001
"CO435";"IES PATRAIX, VICENTA FERRER ESCRIVÁ";"Colegio";39,460756999074;-0,395497
"CO436";"CONSERVATORI SUPERIOR DE DANSA";"Colegio";39,4836419990739;-0,347346
"CO437";"CENTRE PRIVAT FP ByS FORMACIÓN";"Colegio";39,463144999074;-0,365848000000001
"CO438";"CENTRE PRIV. ED. INF. 1er CICLE NANSY";"Colegio";39,4939739990738;-0,395013999999999
"CO439";"CEIP SANT ISIDRE";"Colegio";39,4513969990741;-0,403061
"CO440";"CENTRE PRIV. ED. INFANTIL GUPPY";"Colegio";39,462753999074;-0,367424
"CO441";"CENTRE PRIV. ED. INF. 1er CICLE ARCO IRIS";"Colegio";39,4873829990739;-0,368449999999999
"CO442";"CENTRE PRIV. ED. INF. 1er CICLE DIXIE";"Colegio";39,4958449990738;-0,377735
"CO443";"CENTRE PRIV. ED. INF. 1er CICLE BOLQUERETS";"Colegio";39,4532069990741;-0,376914999999999
"CO444";"CENTRE PRIVAT FP FOLGUERA-VICENT";"Colegio";39,5010659990738;-0,354969000000001
"CO445";"CENTRE PRIV. ED. INF. 1er CICLE FANTASY SCHOOL";"Colegio";39,4868139990739;-0,386431000000001
"CO446";"CENTRE PRIV. ED. INF. 1er CICLE PEKES DE LA OLIVERETA";"Colegio";39,470124999074;-0,393837000000001
"CO447";"CENTRE PRIV. ED. INF. 1er CICLE MI OSITA KINDER";"Colegio";39,4865629990739;-0,376292
"CO448";"CENTRE PRIVAT FP EUROPEO DE VALENCIA";"Colegio";39,4785679990739;-0,366445
"CO449";"CENTRE PRIV. ED. INF. 1er CICLE FEBES";"Colegio";39,459488999074;-0,397276000000001
"CO450";"CENTRE PRIVAT FP FUNDACIÓN PASCUAL TOMÁS";"Colegio";39,472582999074;-0,339239999999999
"CO451";"CENTRE ENSENYAMENTS ESPORTIUS ELITE SPORT";"Colegio";39,465099999074;-0,363238000000001
"CO452";"ESCOLA PRIVADA DE MÚSICA YAMAHA MUSIC SCHOOL";"Colegio";39,468374999074;-0,357914
"CO453";"CENTRE PÚBLIC FPA VICENT VENTURA";"Colegio";39,4835809990739;-0,371347000000001
"CO454";"CENTRE ENSENYAMENTS ESPORTIUS GM FOOTBALL ACADEMY";"Colegio";39,463647999074;-0,362344999999999
"CO455";"CENTRE PRIVAT JUAN COMENIUS";"Colegio";39,4886369990739;-0,383827000000001
"CO456";"IES RAMON LLULL";"Colegio";39,4763699990739;-0,346284
"CO457";"CEIP PROFESOR SANCHIS GUARNER";"Colegio";39,4923759990738;-0,378213
"CO458";"CENTRE PÚBLIC FPA SANT MARCEL·LÍ";"Colegio";39,4465169990741;-0,391398999999999
"CO459";"CENTRE PRIV. ED. INF. 1er CICLE LA ESTRELLA";"Colegio";39,460814999074;-0,364029000000002
"CO460";"IES ABASTOS";"Colegio";39,467954999074;-0,388448
"CO461";"CENTRE PRIV. ED. INF. 1er CICLE LA PAZ";"Colegio";39,4929409990738;-0,380158000000001
"CO462";"CEE PÚB. ROSA LLÁCER";"Colegio";39,4243759990743;-0,366001
"CO463";"EI 1er CICLE MUNICIPAL PARDALETS";"Colegio";39,4752639990739;-0,349202000000001
"CO464";"ESCOLA PRIVADA DE MÚSICA CAMPANAR";"Colegio";39,4816569990739;-0,396358000000001
"CO465";"CENTRE PRIV. ED. INF. 1er CICLE EL VALLE";"Colegio";39,4916639990738;-0,405630000000002
"CO466";"CENTRE PRIV. ED. INFANTIL L'ALQUERIA";"Colegio";39,4835329990739;-0,404002
"CO467";"CENTRE PRIV. ED. INFANTIL NUNO NONO";"Colegio";39,4858019990739;-0,397797999999999
"CO468";"CENTRE PRIV. ED. INF. 1er CICLE AMICS";"Colegio";39,4834579990739;-0,377040999999999
"CO469";"CENTRE PRIVAT FP CENTRO DE ESTUDIOS JUSTE";"Colegio";39,4875299990739;-0,361294000000001
"CO470";"CENTRE PRIV. ED. INF. 1er CICLE CASA CARIDAD AVENIDA ECUADOR";"Colegio";39,4943049990738;-0,390963
"CO471";"CENTRE ENSENYAMENTS ESPORTIUS ANEFF";"Colegio";39,462340999074;-0,391017
"CO472";"CENTRE ESTRANGER VALENCIA MONTESSORI SCHOOL";"Colegio";39,4781419990739;-0,407051999999999
"CO473";"ESCOLA PRIVADA DE MÚSICA SANTA CECILIA DEL GRAU";"Colegio";39,459450999074;-0,338997999999999
"CO474";"ESCOLA PRIVADA DE MÚSICA SEDAJAZZ";"Colegio";39,4362929990742;-0,396456000000001
"CO475";"CENTRE PRIV. ED. INFANTIL RISITAS";"Colegio";39,463345999074;-0,391777000000001
"CO476";"CENTRE PRIV. ED. INF. 1er CICLE SAINT TIMOTHY";"Colegio";39,463947999074;-0,333897
"CO477";"CENTRE PRIV. ED. INF. 1er CICLE BAMBY-ABADE 2";"Colegio";39,472600999074;-0,359974000000001
"CO478";"CENTRE PRIVAT ESCLAVAS DE MARÍA";"Colegio";39,465461999074;-0,39296
"CO479";"CENTRE PRIVAT SAN PEDRO PASCUAL";"Colegio";39,473479999074;-0,392745
"CO480";"CENTRE PRIVAT SAGRADA FAMILIA";"Colegio";39,4902149990738;-0,357088
"CO481";"CENTRE PRIVAT PÍO XII";"Colegio";39,4807669990739;-0,371475
"CO482";"CEIP MALVA-ROSA";"Colegio";39,4813009990739;-0,328785
"CO483";"CEIP EXPLORADOR ANDRÉS";"Colegio";39,470157999074;-0,344309999999999
"CO484";"CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA)";"Colegio";39,4777279990739;-0,385401000000001
"CO485";"ESCOLA PRIVADA DE MÚSICA AULA DE MÚSICA DIVISI";"Colegio";39,4808429990739;-0,396244999999999
"CO486";"CENTRE PRIV. ED. INF. 1er CICLE EL CASTILLO";"Colegio";39,469698999074;-0,386694
"CO487";"CENTRE PRIV. ED. INF. 1er CICLE BRESSOL-BENIMACLET";"Colegio";39,4867399990739;-0,359820000000001
"CO488";"ESCOLA PRIVADA DE MÚSICA  AGRUPACIÓ MUSICAL";"Colegio";39,5384199990736;-0,403737
"CO489";"IES CONSELLERIA";"Colegio";39,4851809990739;-0,393158000000001
"CO490";"EI 1er CICLE MUNICIPAL DE PINEDO";"Colegio";39,4228859990743;-0,335584
"CO491";"CENTRE PRIV. ED. INF. 1er CICLE AL COLE";"Colegio";39,4849239990739;-0,368570000000001
"CO492";"CENTRE PRIV. ED. INF. 1er CICLE ILLES BALEARS";"Colegio";39,462670999074;-0,353009000000001
"CO493";"CENTRE PRIVAT FP I. INTER III";"Colegio";39,461278999074;-0,382354000000002
"CO494";"CENTRE PRIV. ED. INF. 1er CICLE PEKEÑOS MAGOS";"Colegio";39,4910699990739;-0,379467999999999
"CO495";"SECCIÓ DE L'IES CONSELLERIA A VALENCIA";"Colegio";39,4830899990739;-0,392626999999999
"CO496";"CENTRE PRIVAT FP FUNDACIÓN TREFOR VALENCIA";"Colegio";39,472046999074;-0,401484000000001
"CO497";"EI 1er CICLE MUNICIPAL SANT PAU";"Colegio";39,4852299990739;-0,405443000000001
"CO498";"CENTRE PRIV. ED. INF. 1er CICLE GOMETS";"Colegio";39,4915639990738;-0,389899
"CO499";"CENTRE PRIV. ED. INF. 1er CICLE MARIPOSAS";"Colegio";39,4529459990741;-0,373358000000001
"CO500";"CENTRE ENSENYAMENTS ESPORTIUS CENETED";"Colegio";39,4889869990738;-0,384340999999999
"CO501";"ESCOLA PRIVADA DE MÚSICA CIM BANDA PARROQUIAL DE TORREFIEL";"Colegio";39,4950299990738;-0,377957000000001
"CO502";"CENTRE PRIVAT FP CF FOLGADO-PORT";"Colegio";39,459797999074;-0,33215
"CO503";"CENTRE PRIV. ED. INF. 1er CICLE RUZAFA MONTESSORI";"Colegio";39,459821999074;-0,376108
"CO504";"CENTRE PRIVAT ENGEBA";"Colegio";39,467250999074;-0,352458
"CO505";"CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.)";"Colegio";39,4868699990739;-0,397782
"CO506";"CEIP CERVANTES";"Colegio";39,4771029990739;-0,384087
"CO507";"CENTRE PRIV. ED. INF. 1er CICLE F. DON JUAN DE DIOS MONTAÑES";"Colegio";39,462273999074;-0,369801000000001
"CO508";"IES EL CABANYAL";"Colegio";39,4749119990739;-0,340952000000001
"CO509";"ESCOLA D'ART I SUPERIOR DE DISSENY DE VALENCIA";"Colegio";39,4747049990739;-0,382789000000001
"CO510";"CEIP FAUSTO MARTÍNEZ";"Colegio";39,4451969990741;-0,389010999999999
"CO511";"CEIP 8 DE MARÇ";"Colegio";39,464884999074;-0,395878
"CO512";"CEIP DOCTOR BARCIA GOYANES";"Colegio";39,470307999074;-0,396007
"CO513";"CEIP PINEDO";"Colegio";39,4221159990743;-0,335341
"CO514";"CENTRE PRIV. ED. INFANTIL EL TREN";"Colegio";39,4868479990739;-0,375128
"CO515";"CEIP LLUÍS DE SANTÀNGEL";"Colegio";39,3822199990745;-0,330837
"CO516";"CENTRE PRIVAT CONCHA ESPINA II";"Colegio";39,4534969990741;-0,38502
"CO517";"CEIP FERNANDO DE LOS RIOS";"Colegio";39,4532869990741;-0,376185
"CO518";"CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ";"Colegio";39,472207999074;-0,358743
"CO519";"CENTRE PÚBLIC FPA L'ALGUER";"Colegio";39,473114999074;-0,337535000000001
"CO520";"CIPFP CIUTAT DE L'APRENENT";"Colegio";39,4401659990742;-0,390626000000001
"CO521";"CEIP HUMANISTA MARINER";"Colegio";39,459630999074;-0,394434999999999
"CO522";"ESCOLA PRIVADA DE MÚSICA DE LA SOC.MUS.UNIÓN DE PESCADORES";"Colegio";39,472236999074;-0,329632999999999
"CO523";"CENTRE PRIV. ED. INF. 1er CICLE JESÚS NIÑO";"Colegio";39,5034899990738;-0,415926999999999
"CO524";"CENTRE PRIV. ED. INF. 1er CICLE PADBURY, SL";"Colegio";39,4838219990739;-0,357455
"CO525";"CENTRE PRIV. ED. INF. 1er CICLE PEKAS";"Colegio";39,4911169990739;-0,376346
"CO526";"CENTRE PRIV. ED. INF. 1er CICLE GARABATOS";"Colegio";39,4847979990739;-0,380804999999999
"CO527";"CENTRE PRIV. ED. INF. 1er CICLE PARC CENTRAL COOP.V.";"Colegio";39,4552849990741;-0,377808
"CO528";"CENTRE PRIV. ED. INF. 1er CICLE PITUS ABASTOS";"Colegio";39,469072999074;-0,388759000000001
"CO529";"CENTRE FPA MUNICIPAL DE TAVERNES BLANQUES";"Colegio";39,5031959990738;-0,361776000000001
"CO530";"CENTRE PRIV. ED. INF. 1er CICLE COTÓ";"Colegio";39,4853109990739;-0,371636
"CO531";"CENTRE PRIV. ED. INF. 1er CICLE EL CARAGOL";"Colegio";39,466708999074;-0,333226999999999
"CO532";"CENTRE ENSENYAMENTS ESPORTIUS FVCV";"Colegio";39,4900489990739;-0,357241000000002
"CO533";"CENTRE ENS. PROFESSIONALS DE MÚSICA EL PARQUE";"Colegio";39,467076999074;-0,354694
"CO534";"CENTRE ESTRANGER IMAGINE MONTESSORI SCHOOL";"Colegio";39,4969439990738;-0,371416
"FA1";"Farmacia el Palmar";"Farmacia";39,3096672406856;-0,318094567673704
"FA2";"Farmacia Nuevo Centro";"Farmacia";39,4804520369245;-0,391092739934792
"FA3";"Farmacia Aqua";"Farmacia";39,4563119086182;-0,346416754147702
"FA4";"Farmacia del Treda";"Farmacia";39,4951529;-0,3964149
"FA5";"Farmacia Castejon";"Farmacia";39,451077;-0,4031014
"FA6";"Farmacia Vidal Simeón";"Farmacia";39,4543131;-0,3766905
"FA7";"Farmacia Amparo Hortiguela";"Farmacia";39,4727981;-0,3808783
"FA8";"Farmacia 24 horas Benimaclet";"Farmacia";39,4846601;-0,3625616
"FA9";"Elena Roig Giménez";"Farmacia";39,4709819;-0,3825655
"FA10";"Calabuig Reyes C.B.";"Farmacia";39,4705634;-0,3848283
"FA11";"Farmacia Ortopedia del Pilar";"Farmacia";39,4812236;-0,3893795
"FA12";"Farmacia Bernardeau Serra";"Farmacia";39,4435366;-0,3902142
"FA13";"Farmacia Gregorio";"Farmacia";39,4621479;-0,345849
"FA14";"Farmacia Gorrochategui-Villuendas, c.b";"Farmacia";39,4607232;-0,3425124
"FA15";"Malonda-Subirats C.B.";"Farmacia";39,4525017;-0,3889406
"FA16";"Ldo. Francisco Solana Vives";"Farmacia";39,4544606;-0,3940109
"FA17";"Ldo. Juan Miguel Folgado Bisbal";"Farmacia";39,454275;-0,3919898
"FA18";"María Herrero Mascarós";"Farmacia";39,4812881;-0,3723149
"FA19";"Farmacia Tormo Falco";"Farmacia";39,4609532;-0,3914403
"FA20";"Campanar 39";"Farmacia";39,4795479;-0,3935379
"FA21";"Ana Serra";"Farmacia";39,4790654;-0,3980629
"FA22";"Doctor F. Rius";"Farmacia";39,4786931;-0,3956829
"FA23";"Farmacia Nou Mestalla";"Farmacia";39,4917639;-0,3963953
"FA24";"Farmacia Contell";"Farmacia";39,4557934;-0,4017246
"FA25";"Farmacia L'Alguer";"Farmacia";39,4701876;-0,3403404
"FA26";"Lda. María Teresa Saus Bernabé";"Farmacia";39,4571957;-0,3725937
"FA27";"Farmacia La Torre";"Farmacia";39,4352206;-0,3910191
"FA28";"Concha Espejo Cervello";"Farmacia";39,4612447;-0,3686515
"FA29";"Farmacia Jaime";"Farmacia";39,4600508;-0,339336
"FA30";"Farmacia";"Farmacia";39,4608702;-0,3765714
"FA31";"Trébol";"Farmacia";39,4609516;-0,3353739
"FA32";"Blasco Ibáñez";"Farmacia";39,4733029;-0,3473056
"FA33";"Farmacia Boix & Boix Cosmetics";"Farmacia";39,4679869;-0,3797513
"FA34";"Guadalupe Llatas";"Farmacia";39,4716537;-0,3683758
"FA35";"Farmacia Palomares Cuéllar";"Farmacia";39,4704199;-0,3490105
"FA36";"Farmacia Colón";"Farmacia";39,4689358;-0,372029
"FA37";"Sabina";"Farmacia";39,4734062;-0,3442577
"FA38";"Farmacia Blanquerias";"Farmacia";39,479918;-0,3772665
"FA39";"Farmacia Llopis Gonzalez";"Farmacia";39,4817837;-0,3279727
"FA40";"Farmacia Ruiz Aznar";"Farmacia";39,4679179;-0,359799
"FA41";"Farmacia Mª Soledad Yoldi Galar";"Farmacia";39,4760869;-0,3984763
"FA42";"Lda. Encarna Ibañez";"Farmacia";39,4885503;-0,3660711
"FA43";"Reyes Chamero";"Farmacia";39,4767018;-0,374939
"FA44";"Farmacia Blanch";"Farmacia";39,4787417;-0,3763602
"FA45";"Farmacia Marcos Bohiges";"Farmacia";39,45385;-0,3610314
"FA46";"Llorens Sancho";"Farmacia";39,4985565;-0,4190278
"FA47";"Campamento";"Farmacia";39,5026717;-0,4199039
"FA48";"Bellver";"Farmacia";39,4755191;-0,3848569
"FA49";"Farmacia Lds. Oliver, C.B.";"Farmacia";39,4625882;-0,3428354
"FA50";"Interapothek";"Farmacia";39,4818302;-0,3705312
"FA51";"Farmacia 24 horas Plaza de España";"Farmacia";39,4647211;-0,3814973
"FA52";"Farmacia Pastor Pastor";"Farmacia";39,4733561;-0,3280853
"FA53";"Farmacia Marcilla";"Farmacia";39,4581332;-0,3905208
"FA54";"Vidal Tello";"Farmacia";39,4735151;-0,3896469
"FA55";"Hernandez Gimenez";"Farmacia";39,474861;-0,3887261
"FA56";"Farmacia Cabañal";"Farmacia";39,470872;-0,3324195
"FA57";"Rosa Ballester";"Farmacia";39,4551935;-0,3781436
"FA58";"Farmacia Marvisan C.B.";"Farmacia";39,4472502;-0,3795411
"FA59";"Farmacia Colom Marí";"Farmacia";39,4491539;-0,3793036
"FA60";"Farmacia Ldo Luis Amigó";"Farmacia";39,4640164;-0,3864154
"FA61";"Farmacia Cuenca";"Farmacia";39,466218;-0,386848
"FA62";"farmacia 24h";"Farmacia";39,4671511;-0,356258
"FA63";"Farmacia La Barraca";"Farmacia";39,466554;-0,3293833
"FA64";"Farmacias de Guardia";"Farmacia";39,4649355;-0,3293355
"FA65";"Canyamelar";"Farmacia";39,4657337;-0,3315429
"FA66";"Farmacia 24 horas - Dr. Manuel Candela";"Farmacia";39,466025;-0,3508624
"FA67";"Ejarque";"Farmacia";39,4697726;-0,3739732
"FA68";"Farmacia Ajuntament";"Farmacia";39,4708056;-0,3769948
"FA69";"Ortopedia";"Farmacia";39,4697196;-0,4029508
"FA70";"Javier Llacer";"Farmacia";39,4726996;-0,377381
"FA71";"Plaza del Mercado";"Farmacia";39,4737966;-0,3780432
"FA72";"Farmacia Ribera";"Farmacia";39,468078;-0,3759661
"FA73";"Campanar 7";"Farmacia";39,4874668;-0,389894
"FA74";"General Aviles";"Farmacia";39,4872439;-0,3933311
"FA75";"Carman Amorós Navarro";"Farmacia";39,484626;-0,3748688
"FA76";"Farmàcia Vicenta Segura";"Farmacia";39,4858694;-0,3562958
"FA77";"Farmacia Morales";"Farmacia";39,4678481;-0,3306509
"FA78";"Farmacia Adela Morales Inclán";"Farmacia";39,4790721;-0,3279716
"FA79";"Federica roquet";"Farmacia";39,4825519;-0,3565997
"FA80";"Farmacia Puerto 310";"Farmacia";39,4605896;-0,3352308
"FA81";"Farmacia San Petrillo";"Farmacia";39,4853299;-0,3605317
"FA82";"Farmacia Orriols";"Farmacia";39,4912944;-0,3664137
"FA83";"Miragall Farmacia";"Farmacia";39,4713926;-0,389
"FA84";"Gastaldi Rodrigo";"Farmacia";39,4622702;-0,3662078
"FA85";"Cerdá";"Farmacia";39,4651718;-0,3703468
"FA86";"Farmacia Alicia Casañ";"Farmacia";39,4683691;-0,3850419
"FA87";"Farmacia Blanes Feijoo";"Farmacia";39,4674291;-0,3841811
"FA88";"Vicente Ripoll Sanchís";"Farmacia";39,4906299;-0,3853702
"FA89";"Farmacia Benicalap Sur";"Farmacia";39,4920435;-0,3843738
"FA90";"Farmacia Casamayor";"Farmacia";39,4694436;-0,3431941
"FA91";"Farmacia Elia Martínez Gimeno";"Farmacia";39,471714;-0,3427514
"FA92";"Farmacia Salamanca Borriana";"Farmacia";39,4659938;-0,3643562
"FA93";"Farmacia Del Mercat";"Farmacia";39,4725518;-0,3795889
"FA94";"Farmacia Disalud";"Farmacia";39,458908;-0,337361
"FA95";"Farmacia El Perellonet";"Farmacia";39,3076597;-0,296596
"FA96";"Farmacia Nazaret";"Farmacia";39,4481324;-0,3339734
"FA97";"Farmacia Concha Morales";"Farmacia";39,4729152;-0,3538794
"FA98";"Farmacia Cruz de Campanar";"Farmacia";39,4767233;-0,4046699
"FA99";"Farmacia Pitarch";"Farmacia";39,4897041;-0,3589752
"FA100";"Altet";"Farmacia";39,4868661;-0,3641816
"FA101";"Ortiz Sahuquillo";"Farmacia";39,447364;-0,3886084
"FA102";"Abadía";"Farmacia";39,4715214;-0,3992
"FA103";"Farmacia El Saler";"Farmacia";39,4521495;-0,3573553
"FA104";"Farmacia Casaudoumecq";"Farmacia";39,4553199;-0,359151
"FA105";"Farmacia Gran Via";"Farmacia";39,4676726;-0,3679265
"FA106";"Farmàcia La Raïosa";"Farmacia";39,4578282;-0,3859764
"FA107";"Farmacia Bolinches Ferrandis";"Farmacia";39,4906577;-0,3770275
"FA108";"Esperanza Serna";"Farmacia";39,4936999;-0,378412
"FA109";"Jacomart";"Farmacia";39,4960912;-0,3790074
"FA110";"Maria José Rodrigo Soriano";"Farmacia";39,4979032;-0,37603
"FA111";"Farmacia Carmen Sebastiá Cortés";"Farmacia";39,4980963;-0,3782566
"FA112";"Farmacia Castel Aznar CB";"Farmacia";39,4625801;-0,3736947
"FA113";"Reino de Valencia";"Farmacia";39,4640311;-0,3700119
"FA114";"Farmacia Sueca (Lda MªDolores Tomás Vallés)";"Farmacia";39,459561;-0,3738487
"FA115";"Farmacia Sorni";"Farmacia";39,4617018;-0,3707228
"FA116";"Farmacia Diaz Pozo";"Farmacia";39,4654937;-0,3668454
"FA117";"Farmacia Carabal";"Farmacia";39,4712395;-0,3443152
"FA118";"Farmacia Fons D´Ocon";"Farmacia";39,4435529;-0,3672749
"FA119";"Farmacia Molmeneu";"Farmacia";39,4418316;-0,3683156
"FA120";"Farmacia Vicente Cabrera";"Farmacia";39,4721848;-0,3379376
"FA121";"Farmacia Amparo Moncholí";"Farmacia";39,473266;-0,3359375
"FA122";"Farmacia L'Estació";"Farmacia";39,4710794;-0,3363807
"FA123";"Farmacia Ortopedia Balkis";"Farmacia";39,4720402;-0,3799158
"FA124";"Farmacia Avenida del oeste 33";"Farmacia";39,4710882;-0,3793607
"FA125";"López Bernal";"Farmacia";39,4733487;-0,4001079
"FA126";"Farmacia Ausiás March 4";"Farmacia";39,4559852;-0,3755591
"FA127";"Une";"Farmacia";39,4457791;-0,3753392
"FA128";"Farmacia Les Arts";"Farmacia";39,4564013;-0,3571619
"FA129";"Farmacia María Ibañez Nobell";"Farmacia";39,4749612;-0,3528456
"FA130";"Farmacia Elvira Oliver";"Farmacia";39,4547189;-0,3685332
"FA131";"Farmacia M. García Monreal";"Farmacia";39,4557336;-0,371663
"FA132";"Farmacia del Palau";"Farmacia";39,4754233;-0,3737324
"FA133";"Farmacia Ortopedia Arco";"Farmacia";39,4669281;-0,3406064
"FA134";"Farmacia Orti";"Farmacia";39,4544343;-0,3795339
"FA135";"Farmacia Julián Albelda Oliver";"Farmacia";39,4587012;-0,369205
"FA136";"Farmacia Álvarez";"Farmacia";39,4585134;-0,3744378
"FA137";"Farmacia Velázquez Luján";"Farmacia";39,4551417;-0,3735764
"FA138";"Farmacia Bosch";"Farmacia";39,456832;-0,3739076
"FA139";"Farmàcia Politècnic";"Farmacia";39,4818431;-0,3430994
"FA140";"Farmacia Puchades";"Farmacia";39,4568768;-0,3657035
"FA141";"Farmacia Genovés";"Farmacia";39,4597792;-0,3511517
"FA142";"Farmacia Gran Via Pizarro";"Farmacia";39,4664539;-0,3715503
"FA143";"Trébol Farmacias";"Farmacia";39,4717795;-0,3841421
"FA144";"Farmacia Frasquet Valencia";"Farmacia";39,4640456;-0,3504338
"FA145";"Farmacia Monzó";"Farmacia";39,4669763;-0,4106885
"FA146";"Farmacia Durán";"Farmacia";39,4759403;-0,360369
"FA147";"La Farmacia";"Farmacia";39,4936497;-0,400998
"FA148";"Morales Oliver";"Farmacia";39,4316931;-0,363025
"FA149";"Marín Casanova";"Farmacia";39,4298361;-0,3634159
"FA150";"Alboraya 46";"Farmacia";39,4844768;-0,3691445
"FA151";"Farmacia Pinedo al Mar";"Farmacia";39,4213497;-0,3390849
"FA152";"Farmacia Santa Catalina";"Farmacia";39,4738634;-0,3764089
"FA153";"Farmacia Mercado Colon";"Farmacia";39,4687537;-0,3676916
"FA154";"Farmacia Jorge Juan";"Farmacia";39,4700012;-0,3699768
"FA155";"Farmácia Primado Reig Alfahuir";"Farmacia";39,4881883;-0,3684243
"FA156";"Farmacia Lizandra";"Farmacia";39,4624098;-0,3374046
"FA157";"Farmacia Tornero";"Farmacia";39,4624482;-0,3405518
"FA158";"Farmacia Baviera";"Farmacia";39,4717137;-0,3711283
"FA159";"Farmacia Peris";"Farmacia";39,494996;-0,3920793
"FA160";"Farmacia Nacher Llorente";"Farmacia";39,4323207;-0,3917514
"FA161";"Farmacia LDA. PILAR VILLAR CIVERA";"Farmacia";39,4681285;-0,3415322
"FA162";"Farmacia";"Farmacia";39,4685241;-0,336473
"FA163";"Farmacia Serrano";"Farmacia";39,4618631;-0,3484371
"CE1";"Arena Multiespacio";"Centro Comercial";39,4942718172326;-0,36262560747598
"CE2";"Nuevo Centro";"Centro Comercial";39,4806235404797;-0,39043645873873
"CE3";"Mercado de Campanar";"Centro Comercial";39,4775025488877;-0,395709330741285
"CE4";"Centro Comercial Campanar";"Centro Comercial";39,47721213738;-0,404883424060977
"CE5";"Centro Comercial El Saler";"Centro Comercial";39,4528283611509;-0,355521881124241
"CE6";"El Corte Inglés";"Centro Comercial";39,4573347229778;-0,34705858771142
"CE7";"Centro Comercial Parque Albán";"Centro Comercial";39,5001445099004;-0,404742513782475
"CE8";"Nuevo Centro";"Centro Comercial";39,4805437180803;-0,390618267589865
"CE9";"Centre Comercial Carrefour Campanar";"Centro Comercial";39,4765875593268;-0,404851050233421
"CE10";"Aqua Multiespacio";"Centro Comercial";39,4565887333721;-0,345763525617641
"CO1";"Guàrdia Civil";"Comisaria";39,4821928722925;-0,359520884373631
"CO2";"Guardia Civil del Mar";"Comisaria";39,4256466176103;-0,324306318302053
"CO3";"Policia Local Districte de Patraix";"Comisaria";39,4536659711923;-0,402614218340946
"CO4";"Policia de la Generalitat";"Comisaria";39,4811277449013;-0,373594136447393
"CO5";"Policía Local";"Comisaria";39,4930618293697;-0,358684801776736
"CO6";"Policía Local - Unidad Molí del Sol";"Comisaria";39,4813817988922;-0,40959430140843
"CO7";"Comandància de la Guàrdia Civil";"Comisaria";39,4627047484916;-0,388571203310074
"CO8";"Policia Local Valencia";"Comisaria";39,4632980879474;-0,328677137473712
"CO9";"Comisaría de Distrito Valencia Tránsitos";"Comisaria";39,4875690290274;-0,378500962477926
"CO10";"Policía Nacional";"Comisaria";39,4641175488597;-0,378930648358099
"CO11";"Central de Policía Local de Valencia";"Comisaria";39,4676509275245;-0,398592919253505
"CO12";"CISE (Sala 092 PLV)";"Comisaria";39,4677937663327;-0,398964032524301
"CO13";"Comissaria de Policia Nacional de Russafa";"Comisaria";39,4562712948926;-0,36878212620475
"CO14";"Policia Local. Unitat de Districte 5. Trànsits";"Comisaria";39,4932764109579;-0,384945377051678
"CO15";"Casa Cuartel de la Guardia Civil";"Comisaria";39,4733534151027;-0,325980079999217
"CO16";"Policía portuaria de la Autoridad Portuaria de Valencia";"Comisaria";39,4532899081495;-0,329826206359638
"CO17";"Casa Cuartel de la Guardia Civil";"Comisaria";39,455285975405;-0,331522301189028
"CO18";"Guàrdia Civil del Perellonet";"Comisaria";39,2803031680149;-0,28058795217212
"CO19";"Ciutat Vella";"Comisaria";39,4770370540246;-0,380083553886562
"CO20";"Policía Nacional";"Comisaria";39,4602146981839;-0,411162741539548
"CO21";"Policia Local de València";"Comisaria";39,4718311950154;-0,32411940053171
"CO22";"Comisaría de Policía Nacional del distrito de Abastos";"Comisaria";39,468185;-0,3879556
"CO23";"Oficina del NIF";"Comisaria";39,4708294;-0,3832932
"CO24";"Policia Nacional. Brigada Provincial de Seguretat Ciutadana";"Comisaria";39,4564876;-0,3677367
"CO25";"Comisaría de Distrito Valencia Marítimo";"Comisaria";39,4661335;-0,3271186
